AUS-Hard,43,0,15033,9150,10000,14
US-Hard,15,0,7700,1550,4400,16
MOZ-Hard,0,0,0,0,0,0
LVHR-Hard,5,0,0,4000,2400,26
INDO-Hard,5,0,0,2950,1300,14
AUS-Soft,10,0,3754,1950,2450,13
Kestrel-Soft,0,0,0,0,0,0
USA-Soft,12,0,2817,3350,3250,15
Russia-Soft,0,0,0,2950,2950,0
Indeginous,10,0,3931,1500,2200,12
TOTAL,100,0,34205,27400,29750,16

